Source	Target	lang	xml	role	resp	name	Key	page
Durante (1853)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	251
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	254
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	254
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	255
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	260
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	261
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	262
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	263
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	263
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	264
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	264
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	264
Thouar (1861)	Homère	it	quote			… ci già trascorse avea…	Homère (08..?-08..? av. J.-C.)	265
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	265
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	265
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	268
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	268
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	268
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	269
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	269
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	270
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	272
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	274
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	274
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	276
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	280
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	280
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	281
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	281
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	282
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	282
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	283
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	283
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	283
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	284
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	284
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	284
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	285
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	285
Thouar (1861)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	285
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	287
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	287
Pescatori (1875)	Homère	it	quote			Iliade	Homère (08..?-08..? av. J.-C.)	288
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	289
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	291
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	291
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	291
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	291
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	292
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	292
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	292
Durante (1853)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	293
Fontanella (1806)	Homère	it				Iliade	Homère (08..?-08..? av. J.-C.)	293
Fontanella (1806)	Homère	it				Odissea	Homère (08..?-08..? av. J.-C.)	293
Durante (1853)	Homère	it				Homerus	Homère (08..?-08..? av. J.-C.)	294
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	294
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	294
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	295
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	296
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	296
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	296
Durante (1853)	Homère	it	quote			Vulcano, al tuo poter nullo resiste…	Homère (08..?-08..? av. J.-C.)	296
Pescatori (1875)	Homère	it	quote			omerica descrizione	Homère (08..?-08..? av. J.-C.)	297
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	297
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	298
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	298
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	298
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	298
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	298
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	298
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	298
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	298
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	299
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	300
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	300
Durante (1853)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	301
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	301
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	301
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	302
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	304
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	304
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	304
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	304
Pescatori (1875)	Homère	it				Odissea	Homère (08..?-08..? av. J.-C.)	305
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	306
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	306
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	307
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	310
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	317
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	325
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	328
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	332
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	333
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	333
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	333
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	333
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	334
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	335
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	335
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	337
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	338
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	339
Thouar (1861)	Homère	it	quote			Iliade	Homère (08..?-08..? av. J.-C.)	340
Thouar (1861)	Homère	it	quote			Iliade	Homère (08..?-08..? av. J.-C.)	340
Durante (1853)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	341
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	342
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	343
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	343
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	344
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	345
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	347
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	348
Durante (1853)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	350
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	350
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	351
Durante (1853)	Homère	it				Iliade	Homère (08..?-08..? av. J.-C.)	355
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	355
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	355
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	355
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	355
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	355
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	358
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	360
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	361
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	363
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	365
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	365
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	366
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	367
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	370
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	370
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	370
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	371
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	371
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	372
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	372
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	373
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	375
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	375
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	375
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	375
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	376
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	376
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	378
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	379
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	381
Durante (1853)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	384
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	384
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	385
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	392
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	392
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	393
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	393
Thouar (1861)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	393
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	399
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	399
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	403
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	403
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	404
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	405
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	407
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	411
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	411
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	414
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	414
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	415
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	415
Pescatori (1875)	Homère	it	quote			Assaraco ebbe Capi e Capi Anchise	Homère (08..?-08..? av. J.-C.)	416
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	416
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	418
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	419
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	420
Fontanella (1806)	Homère	it				Hom.	Homère (08..?-08..? av. J.-C.)	421
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	421
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	424
Testi (1831)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	425
Pescatori (1875)	Homère	it				Homerum	Homère (08..?-08..? av. J.-C.)	426
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	426
Testi (1831)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	426
Testi (1831)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	426
Pescatori (1875)	Homère	it	quote			il poeta sovrano	Homère (08..?-08..? av. J.-C.)	429
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	429
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	429
Pescatori (1875)	Homère	it	quote			Gli venne a tergo e per la bionda chioma…	Homère (08..?-08..? av. J.-C.)	430
Fontanella (1806)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	430
Pescatori (1875)	Homère	it	quote			Eran dianzi i miglior, tutti alle navi…	Homère (08..?-08..? av. J.-C.)	432
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	432
Pescatori (1875)	Homère	it	quote			Iliade	Homère (08..?-08..? av. J.-C.)	434
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	437
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	438
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	438
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	442
Pescatori (1875)	Homère	it	quote			Om.	Homère (08..?-08..? av. J.-C.)	451
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	451
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	452
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	452
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	453
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	453
Pescatori (1875)	Homère	it	quote			La 've gente de' Cimmerii alberga…	Homère (08..?-08..? av. J.-C.)	454
Pescatori (1875)	Homère	it	quote			Odiss.	Homère (08..?-08..? av. J.-C.)	454
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	455
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	456
Pescatori (1875)	Homère	it	quote			Odiss.	Homère (08..?-08..? av. J.-C.)	457
Pescatori (1875)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	458
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	461
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	462
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	462
Pescatori (1875)	Homère	it				Omerici	Homère (08..?-08..? av. J.-C.)	463
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	464
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	476
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	483
Pescatori (1875)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	505
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	V
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	XX
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	XX
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	XXIV
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	XXIV
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	XXIV
Benucci (1874)	Homère	it	quote			Omero	Homère (08..?-08..? av. J.-C.)	XXIV
Benucci (1874)	Homère	it				Omero	Homère (08..?-08..? av. J.-C.)	XXVI
Fontanella (1806)	Homère	it				Omero Hymn. in Apoll.	Homère (auteur prétendu)	111
Durante (1853)	Homère	it				Omero Hymn. I. in Apoll.	Homère (auteur prétendu)	113
Durante (1853)	Homère	it				Hom. hymn. in Mercur.	Homère (auteur prétendu)	135
Durante (1853)	Homère	it				Omero Hymn. Apollin.	Homère (auteur prétendu)	137
Benucci (1874)	Homère	it				inno Omerico	Homère (auteur prétendu)	144
Durante (1853)	Homère	it				Hom. hymn. in Solem.	Homère (auteur prétendu)	147
Durante (1853)	Homère	it				Hom. hymn. in Ven.	Homère (auteur prétendu)	147
Fontanella (1806)	Homère	it				Omero Hymn. in Bacch. & Latron.	Homère (auteur prétendu)	156
Fontanella (1806)	Homère	it				Omero Hymn. in Pan	Homère (auteur prétendu)	201
Fontanella (1806)	Homère	it				Omero Hymn. in Pan	Homère (auteur prétendu)	201
Durante (1853)	Homère	it				Omero Hymn. in Mercur.	Homère (auteur prétendu)	243
Fontanella (1806)	Homère	it				Omero Hymn. in Apoll.	Homère (auteur prétendu)	246
Durante (1853)	Homère	it				Hom. h. in Mercur.	Homère (auteur prétendu)	247
Fontanella (1806)	Homère	it				Hom. Hymn. in Apoll.	Homère (auteur prétendu)	257
Fontanella (1806)	Homère	it				Omero Hymn. in Ven.	Homère (auteur prétendu)	337
Fontanella (1806)	Homère	it				Omero Hymn. in Apoll.	Homère (auteur prétendu)	420
Fontanella (1806)	Homère	it				Omero Hymn. in Apoll.	Homère (auteur prétendu)	420
Fontanella (1806)	Homère	it				Hom. Hymn. in Merc.	Homère (auteur prétendu)	426
Fontanella (1806)	Homère	it				Hom. Hymn. in Merc.	Homère (auteur prétendu)	427
Fontanella (1806)	Homère	it				Hom. Hymn. in Aesculap.	Homère (auteur prétendu)	440
Tomeo (1824)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	13
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	14
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	18
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	21
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	22
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	22
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	23
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	24
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	30
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	30
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	31
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	31
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	33
Durante (1853)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	34
Benucci (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	35
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	35
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	37
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	38
Benucci (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	42
Leoni (1855)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	44
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	44
Leoni (1855)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	45
Leoni (1855)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	45
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	48
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	50
Durante (1853)	Horace	it	quote			Horat.	Horace (0065-0008 av. J.-C.)	50
Durante (1853)	Horace	it	quote			Horat.	Horace (0065-0008 av. J.-C.)	50
Leoni (1855)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	50
Tomeo (1824)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	61
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	62
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	69
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	77
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	77
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	79
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	79
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	82
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	84
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	84
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	86
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	87
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	88
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	88
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	92
Durante (1853)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	93
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	101
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	110
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	114
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	115
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	115
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	115
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	117
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	118
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	119
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	120
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	122
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	123
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	124
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	125
Pescatori (1874)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	127
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	128
Pescatori (1874)	Horace	it	quote			Hor.	Horace (0065-0008 av. J.-C.)	128
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	128
Durante (1853)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	130
Benucci (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	130
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	130
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	131
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	131
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	132
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	133
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	134
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	135
Pescatori (1874)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	137
Pescatori (1874)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	137
Fontanella (1806)	Horace	it				Horat.	Horace (0065-0008 av. J.-C.)	138
Pescatori (1874)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	138
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	141
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	141
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	151
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	152
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	154
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	155
Durante (1853)	Horace	it				Hor.	Horace (0065-0008 av. J.-C.)	157
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	157
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	161
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	162
Pescatori (1874)	Horace	it	quote			Orazio	Horace (0065-0008 av. J.-C.)	162
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	163
Durante (1853)	Horace	it				Orazio	Horace (0065-0008 av. J.-C.)	163
