Source	Target	lang	xml	role	resp	name	Key	page
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	175
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	177
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	186
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	195
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	195
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	195
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	201
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	201
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	201
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	201
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	210
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	212
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	214
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	215
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	217
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	218
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	218
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	219
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	221
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	221
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	223
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	224
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	224
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	225
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	225
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	226
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	227
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	227
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	227
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	230
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	230
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	231
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	231
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	232
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	232
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	232
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	236
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	237
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	238
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	239
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	240
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	241
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	241
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	242
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	242
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	244
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	246
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	246
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	248
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	249
Durante (1853)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	253
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	257
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	258
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	268
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	268
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	269
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	269
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	270
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	271
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	272
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	275
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	277
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	282
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	287
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	287
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	288
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	291
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	294
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	300
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	302
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	303
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	303
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	304
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	305
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	306
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	307
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	307
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	312
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	314
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	317
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	321
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	323
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	324
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	326
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	326
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	329
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	337
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	337
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	340
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	349
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	352
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	353
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	358
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	358
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	360
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	365
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	366
Fontanella (1806)	Conti	it				Nat. Com.	Conti, Natale (1520-1582)	367
